Mod:Item:MetaData, Localized Name
cfm:bar_stool:6, Розовый барный стул
cfm:bar_stool:7, Серый барный стул
cfm:bar_stool:8, Светло-серый барный стул
cfm:bar_stool:9, Бирюзовый барный стул
cfm:bar_stool:10, Фиолетовый барный стул
cfm:bar_stool:11, Синий барный стул
cfm:bar_stool:12, Коричневый барный стул
cfm:bar_stool:13, Зелёный барный стул
cfm:bar_stool:14, Красный барный стул
cfm:bar_stool:15, Чёрный барный стул
cfm:mirror, Зеркало
cfm:mantel_piece, Камин
cfm:grand_chair_bottom, Большое кресло
cfm:candle, Канделябр
cfm:chimney, Дымоход
cfm:wreath, Рождественский венок
cfm:fairy_light, Гирлянда
cfm:fire_pit_on, Костёр
cfm:trampoline, Батут
cfm:crate, Дубовый ящик
cfm:crate_spruce, Еловый ящик
cfm:crate_birch, Берёзовый ящик
cfm:crate_jungle, Тропический ящик
cfm:crate_acacia, Акациевый ящик
cfm:crate_dark_oak, Тёмно-дубовый ящик
cfm:bench, Уличная скамейка
cfm:table_outdoor, Уличный стол
cfm:grill, Гриль
cfm:divingboard_base, Трамплин для прыжков в воду
cfm:door_mat:0, Белый коврик у двери
cfm:door_mat:1, Оранжевый коврик у двери
cfm:door_mat:2, Пурпурный коврик у двери
cfm:door_mat:3, Голубой коврик у двери
cfm:door_mat:4, Жёлтый коврик у двери
cfm:door_mat:5, Лаймовый коврик у двери
cfm:door_mat:6, Розовый коврик у двери
cfm:door_mat:7, Серый коврик у двери
cfm:door_mat:8, Светло-серый коврик у двери
cfm:door_mat:9, Бирюзовый коврик у двери
cfm:door_mat:10, Фиолетовый коврик у двери
cfm:door_mat:11, Синий коврик у двери
cfm:door_mat:12, Коричневый коврик у двери
cfm:door_mat:13, Зелёный коврик у двери
cfm:door_mat:14, Красный коврик у двери
cfm:door_mat:15, Чёрный коврик у двери
cfm:esky:0, Белый переносной холодильник
cfm:esky:1, Оранжевый переносной холодильник
cfm:esky:2, Пурпурный переносной холодильник
cfm:esky:3, Голубой переносной холодильник
cfm:esky:4, Жёлтый переносной холодильник
cfm:esky:5, Лаймовый переносной холодильник
cfm:esky:6, Розовый переносной холодильник
cfm:esky:7, Серый переносной холодильник
cfm:esky:8, Светло-серый переносной холодильник
cfm:esky:9, Бирюзовый переносной холодильник
cfm:esky:10, Фиолетовый переносной холодильник
cfm:esky:11, Синий переносной холодильник
cfm:esky:12, Коричневый переносной холодильник
cfm:esky:13, Зелёный переносной холодильник
cfm:esky:14, Красный переносной холодильник
cfm:esky:15, Чёрный переносной холодильник
cfm:modern_window, Современное окно
cfm:modern_sliding_door, Современная раздвижная дверь
cfm:light_switch_off, Выключатель
cfm:ceiling_fan, Потолочный вентилятор
cfm:desk_oak, Дубовый письменный стол
cfm:desk_spruce, Еловый письменный стол
cfm:desk_birch, Берёзовый письменный стол
cfm:desk_jungle, Тропический письменный стол
cfm:desk_acacia, Акациевый письменный стол
cfm:desk_dark_oak, Тёмно-дубовый письменный стол
cfm:desk_stone, Каменный письменный стол
cfm:desk_granite, Гранитный письменный стол
cfm:desk_diorite, Диоритовый письменный стол
cfm:desk_andesite, Андезитовый письменный стол
cfm:desk_cabinet_oak, Дубовый письменный стол с ящиком
cfm:desk_cabinet_spruce, Еловый письменный стол с ящиком
cfm:desk_cabinet_birch, Берёзовый письменный стол с ящиком
cfm:desk_cabinet_jungle, Тропический письменный стол с ящиком
cfm:desk_cabinet_acacia, Акациевый письменный стол с ящиком
cfm:desk_cabinet_dark_oak, Тёмно-дубовый письменный стол с ящиком
cfm:desk_cabinet_stone, Каменный письменный стол с ящиком
cfm:desk_cabinet_granite, Гранитный письменный стол с ящиком
cfm:desk_cabinet_diorite, Диоритовый письменный стол с ящиком
cfm:desk_cabinet_andesite, Андезитовый письменный стол с ящиком
cfm:digital_clock:0, Цифровые часы
cfm:digital_clock:1, Цифровые часы
cfm:digital_clock:2, Цифровые часы
cfm:digital_clock:3, Цифровые часы
cfm:digital_clock:4, Цифровые часы
cfm:digital_clock:5, Цифровые часы
cfm:digital_clock:6, Цифровые часы
cfm:digital_clock:7, Цифровые часы
cfm:digital_clock:8, Цифровые часы
cfm:digital_clock:9, Цифровые часы
cfm:digital_clock:10, Цифровые часы
cfm:digital_clock:11, Цифровые часы
cfm:digital_clock:12, Цифровые часы
cfm:digital_clock:13, Цифровые часы
cfm:digital_clock:14, Цифровые часы
cfm:digital_clock:15, Цифровые часы
cfm:modern_tv, Современный телевизор
cfm:photo_frame:0, Белая фоторамка
cfm:photo_frame:1, Оранжевая фоторамка
cfm:photo_frame:2, Пурпурная фоторамка
cfm:photo_frame:3, Голубая фоторамка
cfm:photo_frame:4, Жёлтая фоторамка
cfm:photo_frame:5, Лаймовая фоторамка
cfm:photo_frame:6, Розовая фоторамка
cfm:photo_frame:7, Серая фоторамка
cfm:photo_frame:8, Светло-серая фоторамка
cfm:photo_frame:9, Бирюзовая фоторамка
cfm:photo_frame:10, Фиолетовая фоторамка
cfm:photo_frame:11, Синяя фоторамка
cfm:photo_frame:12, Коричневая фоторамка
cfm:photo_frame:13, Зелёная фоторамка
cfm:photo_frame:14, Красная фоторамка
cfm:photo_frame:15, Чёрная фоторамка
cfm:modern_couch:0, Белый современный диван
cfm:modern_couch:1, Оранжевый современный диван
cfm:modern_couch:2, Пурпурный современный диван
cfm:modern_couch:3, Голубой современный диван
cfm:modern_couch:4, Жёлтый современный диван
cfm:modern_couch:5, Лаймовый современный диван
cfm:modern_couch:6, Розовый современный диван
cfm:modern_couch:7, Серый современный диван
cfm:modern_couch:8, Светло-серый современный диван
cfm:modern_couch:9, Бирюзовый современный диван
cfm:modern_couch:10, Фиолетовый современный диван
cfm:modern_couch:11, Синий современный диван
cfm:modern_couch:12, Коричневый современный диван
cfm:modern_couch:13, Зелёный современный диван
cfm:modern_couch:14, Красный современный диван
cfm:modern_couch:15, Чёрный современный диван
cfm:modern_table, Современный стол
cfm:modern_chair, Современный стул
cfm:modern_coffee_table, Современный кофейный столик
cfm:modern_table_outdoor, Современный уличный стол
cfm:modern_stair, Современная лестница
cfm:modern_bed_bottom:0, Белая современная кровать
cfm:modern_bed_bottom:1, Оранжевая современная кровать
cfm:modern_bed_bottom:2, Пурпурная современная кровать
cfm:modern_bed_bottom:3, Голубая современная кровать
cfm:modern_bed_bottom:4, Жёлтая современная кровать
cfm:modern_bed_bottom:5, Лаймовая современная кровать
cfm:modern_bed_bottom:6, Розовая современная кровать
cfm:modern_bed_bottom:7, Серая современная кровать
cfm:modern_bed_bottom:8, Светло-серая современная кровать
cfm:modern_bed_bottom:9, Бирюзовая современная кровать
cfm:modern_bed_bottom:10, Фиолетовая современная кровать
cfm:modern_bed_bottom:11, Синяя современная кровать
cfm:modern_bed_bottom:12, Коричневая современная кровать
cfm:modern_bed_bottom:13, Зелёная современная кровать
cfm:modern_bed_bottom:14, Красная современная кровать
cfm:modern_bed_bottom:15, Чёрная современная кровать
cfm:tv_stand, Современная стойка под телевизор
cfm:modern_light_off, Современный светильник
cfm:upgraded_fence_oak, Обновлённый дубовый забор
cfm:upgraded_fence_spruce, Обновлённый еловый забор
cfm:upgraded_fence_birch, Обновлённый берёзовый забор
cfm:upgraded_fence_jungle, Обновлённый тропический забор
cfm:upgraded_fence_acacia, Обновлённый акациевый забор
cfm:upgraded_fence_dark_oak, Обновлённый тёмно-дубовый забор
cfm:upgraded_fence_nether_brick, Обновлённый забор из незеритового кирпича
cfm:upgraded_gate_oak, Обновлённая дубовая калитка
cfm:upgraded_gate_spruce, Обновлённая еловая калитка
cfm:upgraded_gate_birch, Обновлённая берёзовая калитка
cfm:upgraded_gate_jungle, Обновлённая тропическая калитка
cfm:upgraded_gate_acacia, Обновлённая акациевая калитка
cfm:upgraded_gate_dark_oak, Обновлённая тёмно-дубовая калитка
cfm:park_bench_oak, Дубовая парковая скамейка
cfm:park_bench_spruce, Еловая парковая скамейка
cfm:park_bench_birch, Берёзовая парковая скамейка
cfm:park_bench_jungle, Тропическая парковая скамейка
cfm:park_bench_acacia, Акациевая парковая скамейка
cfm:park_bench_dark_oak, Тёмно-дубовая парковая скамейка
cfm:inflatable_castle:0, Inflatable Castle
cfm:inflatable_castle:1, Inflatable Castle
cfm:inflatable_castle:2, Inflatable Castle
cfm:inflatable_castle:3, Inflatable Castle
cfm:inflatable_castle:4, Inflatable Castle
cfm:inflatable_castle:5, Inflatable Castle
cfm:inflatable_castle:6, Inflatable Castle
cfm:inflatable_castle:7, Inflatable Castle
cfm:inflatable_castle:8, Inflatable Castle
cfm:inflatable_castle:9, Inflatable Castle
cfm:inflatable_castle:10, Inflatable Castle
cfm:inflatable_castle:11, Inflatable Castle
cfm:inflatable_castle:12, Inflatable Castle
cfm:inflatable_castle:13, Inflatable Castle
cfm:inflatable_castle:14, Inflatable Castle
cfm:inflatable_castle:15, Inflatable Castle
cfm:castle_netting, Castle Netting
cfm:item_flesh, Плоть
cfm:item_flesh_cooked, Приготовленная плоть
cfm:item_cool_pack, Охлаждающий пакет
cfm:item_hammer, Молоток
cfm:item_envelope, Конверт
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, Посылка
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, Чернильный картридж
cfm:item_bread_slice, Кусочек хлеба
cfm:item_toast, Тост
cfm:item_knife, Нож
cfm:item_cup, Кружка
cfm:item_drink, item.item_drink.name
cfm:item_soap, Мыло
cfm:item_soap_water, Мыльная вода
cfm:item_super_soap_water, Супер мыльная вода
cfm:item_recipe_book, Книга рецептов
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, Полено
cfm:item_spatula, Лопатка
cfm:item_sausage, Сосиска
cfm:item_sausage_cooked, Приготовленная сосиска
cfm:item_kebab, Сырой кебаб
cfm:item_kebab_cooked, Приготовленный кебаб
cfm:item_crow_bar, Ломик
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, Пульт от телевизора
teslacorelib:base_addon, Base Addon
teslacorelib:energy_tier1, Energy Upgrade I
teslacorelib:energy_tier2, Energy Upgrade II
teslacorelib:machine_case, Machine Case
teslacorelib:speed_tier1, Speed Upgrade I
teslacorelib:speed_tier2, Speed Upgrade II
teslacorelib:wrench, Tesla Wrench
ironchest:iron_gold_chest_upgrade, Улучшение из железного в золотой сундук
ironchest:gold_diamond_chest_upgrade, Улучшение из золотого в алмазный сундук
ironchest:copper_silver_chest_upgrade, Улучшение из медного в серебряный сундук
ironchest:silver_gold_chest_upgrade, Улучшение из серебряного в золотой сундук
ironchest:copper_iron_chest_upgrade, Улучшение из медного в железный сундук
ironchest:diamond_crystal_chest_upgrade, Улучшение из алмазного в кристальный сундук
ironchest:wood_iron_chest_upgrade, Улучшение из деревянного в железный сундук
ironchest:wood_copper_chest_upgrade, Улучшение из деревянного в медный сундук
ironchest:diamond_obsidian_chest_upgrade, Улучшение из алмазного в обсидиановый сундук
ironchest:iron_gold_shulker_upgrade, Улучшение из железного в золотой Шалкеровый ящик
ironchest:gold_diamond_shulker_upgrade, Улучшение из золотого в алмазный Шалкеровый ящик
ironchest:copper_silver_shulker_upgrade, Улучшение из медного в серебряный Шалкеровый ящик
ironchest:silver_gold_shulker_upgrade, Улучшение из серебряного в золотой Шалкеровый ящик
ironchest:copper_iron_shulker_upgrade, Улучшение из медного в железный Шалкеровый ящик
ironchest:diamond_crystal_shulker_upgrade, Улучшение из алмазного в кристальный Шалкеровый ящик
ironchest:vanilla_iron_shulker_upgrade, Улучшение из обычного в железный Шалкеровый ящик
ironchest:vanilla_copper_shulker_upgrade, Улучшение из обычного в медный Шалкеровый ящик
ironchest:diamond_obsidian_shulker_upgrade, Улучшение из алмазного в обсидиановый Шалкеровый ящик
ironchest:iron_chest:0, Железный сундук
ironchest:iron_chest:1, Золотой сундук
ironchest:iron_chest:2, Алмазный сундук
ironchest:iron_chest:3, Медный сундук
ironchest:iron_chest:4, Серебряный сундук
ironchest:iron_chest:5, Кристальный сундук
ironchest:iron_chest:6, Обсидиановый сундук
ironchest:iron_chest:7, Земляной Сундук 9000!
ironchest:iron_shulker_box_white:0, Белый Железный Шалкеровый ящик
ironchest:iron_shulker_box_white:1, Белый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_white:2, Белый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_white:3, Белый Медный Шалкеровый ящик
ironchest:iron_shulker_box_white:4, Белый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_white:5, Белый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_white:6, Белый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_orange:0, Оранжевый Железный Шалкеровый ящик
ironchest:iron_shulker_box_orange:1, Оранжевый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_orange:2, Оранжевый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_orange:3, Оранжевый Медный Шалкеровый ящик
ironchest:iron_shulker_box_orange:4, Оранжевый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_orange:5, Оранжевый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_orange:6, Оранжевый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_magenta:0, Фиолетовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:1, Фиолетовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_magenta:2, Фиолетовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:3, Фиолетовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:4, Фиолетовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:5, Фиолетовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:6, Фиолетовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:0, Светло-синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:1, Светло-синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:2, Светло-синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:3, Светло-синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:4, Светло-синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:5, Светло-синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:6, Светло-синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_yellow:0, Жёлтый Железный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:1, Жёлтый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_yellow:2, Жёлтый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:3, Жёлтый Медный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:4, Жёлтый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:5, Жёлтый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:6, Жёлтый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_lime:0, Лаймовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_lime:1, Лаймовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_lime:2, Лаймовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_lime:3, Лаймовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_lime:4, Лаймовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_lime:5, Лаймовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_lime:6, Лаймовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_pink:0, Розовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_pink:1, Розовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_pink:2, Розовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_pink:3, Розовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_pink:4, Розовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_pink:5, Розовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_pink:6, Розовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_gray:0, Серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_gray:1, Серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_gray:2, Серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_gray:3, Серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_gray:4, Серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_gray:5, Серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_gray:6, Серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_silver:0, Светло-серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_silver:1, Светло-серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_silver:2, Светло-серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_silver:3, Светло-серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_silver:4, Светло-серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_silver:5, Светло-серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_silver:6, Светло-серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_cyan:0, Голубой Железный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:1, Голубой Золотой Шалкеровый ящик
ironchest:iron_shulker_box_cyan:2, Голубой Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:3, Голубой Медный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:4, Голубой Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:5, Голубой Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:6, Голубой Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_purple:0, Железный Шалкеровый ящик
ironchest:iron_shulker_box_purple:1, Золотой Шалкеровый ящик
ironchest:iron_shulker_box_purple:2, Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_purple:3, Медный Шалкеровый ящик
ironchest:iron_shulker_box_purple:4, Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_purple:5, Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_purple:6, Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_blue:0, Синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_blue:1, Синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_blue:2, Синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_blue:3, Синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_blue:4, Синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_blue:5, Синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_blue:6, Синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_brown:0, Коричневый Железный Шалкеровый ящик
ironchest:iron_shulker_box_brown:1, Коричневый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_brown:2, Коричневый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_brown:3, Коричневый Медный Шалкеровый ящик
ironchest:iron_shulker_box_brown:4, Коричневый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_brown:5, Коричневый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_brown:6, Коричневый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_green:0, Зелёный Железный Шалкеровый ящик
ironchest:iron_shulker_box_green:1, Зелёный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_green:2, Зелёный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_green:3, Зелёный Медный Шалкеровый ящик
ironchest:iron_shulker_box_green:4, Зелёный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_green:5, Зелёный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_green:6, Зелёный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_red:0, Красный Железный Шалкеровый ящик
ironchest:iron_shulker_box_red:1, Красный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_red:2, Красный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_red:3, Красный Медный Шалкеровый ящик
ironchest:iron_shulker_box_red:4, Красный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_red:5, Красный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_red:6, Красный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_black:0, Чёрный Железный Шалкеровый ящик
ironchest:iron_shulker_box_black:1, Чёрный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_black:2, Чёрный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_black:3, Чёрный Медный Шалкеровый ящик
ironchest:iron_shulker_box_black:4, Чёрный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_black:5, Чёрный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_black:6, Чёрный Обсидиановый Шалкеровый ящик
livingchest:eye_bone, Eye Bone
thaumcraft:thaumonomicon:0, Таумономикон
thaumcraft:curio:0, Мистический реликт
thaumcraft:curio:1, Сохранившийся реликт
thaumcraft:curio:2, Древний реликт
thaumcraft:curio:3, Потусторонний реликт
thaumcraft:curio:4, Сияющий реликт
thaumcraft:curio:5, Запутанный реликт
thaumcraft:curio:6, Багровые ритуалы
thaumcraft:loot_bag:0, Обычное сокровище
thaumcraft:loot_bag:1, Необычное сокровище
thaumcraft:loot_bag:2, Редкое сокровище
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, Палочка Пехта
thaumcraft:celestial_notes:0, Заметки о небесах
thaumcraft:celestial_notes:1, Заметки о небесах
thaumcraft:celestial_notes:2, Заметки о небесах
thaumcraft:celestial_notes:3, Заметки о небесах
thaumcraft:celestial_notes:4, Заметки о небесах
thaumcraft:celestial_notes:5, Заметки о небесах
thaumcraft:celestial_notes:6, Заметки о небесах
thaumcraft:celestial_notes:7, Заметки о небесах
thaumcraft:celestial_notes:8, Заметки о небесах
thaumcraft:celestial_notes:9, Заметки о небесах
thaumcraft:celestial_notes:10, Заметки о небесах
thaumcraft:celestial_notes:11, Заметки о небесах
thaumcraft:celestial_notes:12, Заметки о небесах
thaumcraft:amber, Янтарь
thaumcraft:quicksilver, Ртуть
thaumcraft:ingot:0, Слиток таумиума
thaumcraft:ingot:1, Слиток пустотного металла
thaumcraft:ingot:2, Слиток алхимической латуни
thaumcraft:nugget:0, Кусочек железа
thaumcraft:nugget:1, Кусочек меди
thaumcraft:nugget:2, Кусочек олова
thaumcraft:nugget:3, Кусочек серебра
thaumcraft:nugget:4, Кусочек свинца
thaumcraft:nugget:5, Капля ртути
thaumcraft:nugget:6, Кусочек таумиума
thaumcraft:nugget:7, Кусочек пустотного металла
thaumcraft:nugget:8, Кусочек алхимической латуни
thaumcraft:nugget:9, Кварцевый осколок
thaumcraft:nugget:10, Кусочек редкоземельного элемента
thaumcraft:cluster:0, Самородный кластер железа
thaumcraft:cluster:1, Самородный кластер золота
thaumcraft:cluster:2, Самородный кластер меди
thaumcraft:cluster:3, Самородный кластер олова
thaumcraft:cluster:4, Самородный кластер серебра
thaumcraft:cluster:5, Самородный кластер свинца
thaumcraft:cluster:6, Самородный кластер киновари
thaumcraft:cluster:7, Самородный кластер кварца
thaumcraft:fabric, Заколдованная ткань
thaumcraft:vis_resonator, Вис-резонатор
thaumcraft:tallow, Магический жир
thaumcraft:mechanism_simple, Простой мистический механизм
thaumcraft:mechanism_complex, Сложный мистический механизм
thaumcraft:plate:0, Латунная пластина
thaumcraft:plate:1, Железная пластина
thaumcraft:plate:2, Пластина из таумиума
thaumcraft:plate:3, Пластина из пустотного металла
thaumcraft:filter, Фильтр эссенций
thaumcraft:morphic_resonator, Морфический резонатор
thaumcraft:salis_mundus, Salis Mundus
thaumcraft:mirrored_glass, Отражающее стекло
thaumcraft:void_seed, Семя пустоты
thaumcraft:mind:0, Часовой разум
thaumcraft:mind:1, Биотаумиевый разум
thaumcraft:module:0, Модуль зрения
thaumcraft:module:1, Модуль агрессии
thaumcraft:crystal_essence, Вис-кристалл %s
thaumcraft:chunk:0, Кусочек говядины
thaumcraft:chunk:1, Кусочек курицы
thaumcraft:chunk:2, Кусочек свинины
thaumcraft:chunk:3, Кусочек рыбы
thaumcraft:chunk:4, Кусочек кролика
thaumcraft:chunk:5, Кусочек баранины
thaumcraft:triple_meat_treat, Лакомство из тройного мяса
thaumcraft:brain, Мозг зомби
thaumcraft:label:0, Пустая бирка
thaumcraft:phial:0, Стеклянный пузырёк
thaumcraft:phial:1, Пузырёк с эссенцией Aer
thaumcraft:phial:1, Пузырёк с эссенцией Terra
thaumcraft:phial:1, Пузырёк с эссенцией Ignis
thaumcraft:phial:1, Пузырёк с эссенцией Aqua
thaumcraft:phial:1, Пузырёк с эссенцией Ordo
thaumcraft:phial:1, Пузырёк с эссенцией Perditio
thaumcraft:phial:1, Пузырёк с эссенцией Vacuos
thaumcraft:phial:1, Пузырёк с эссенцией Lux
thaumcraft:phial:1, Пузырёк с эссенцией Motus
thaumcraft:phial:1, Пузырёк с эссенцией Gelum
thaumcraft:phial:1, Пузырёк с эссенцией Vitreus
thaumcraft:phial:1, Пузырёк с эссенцией Metallum
thaumcraft:phial:1, Пузырёк с эссенцией Victus
thaumcraft:phial:1, Пузырёк с эссенцией Mortuus
thaumcraft:phial:1, Пузырёк с эссенцией Potentia
thaumcraft:phial:1, Пузырёк с эссенцией Permutatio
thaumcraft:phial:1, Пузырёк с эссенцией Praecantatio
thaumcraft:phial:1, Пузырёк с эссенцией Auram
thaumcraft:phial:1, Пузырёк с эссенцией Alkimia
thaumcraft:phial:1, Пузырёк с эссенцией Vitium
thaumcraft:phial:1, Пузырёк с эссенцией Tenebrae
thaumcraft:phial:1, Пузырёк с эссенцией Alienis
thaumcraft:phial:1, Пузырёк с эссенцией Volatus
thaumcraft:phial:1, Пузырёк с эссенцией Herba
thaumcraft:phial:1, Пузырёк с эссенцией Instrumentum
thaumcraft:phial:1, Пузырёк с эссенцией Fabrico
thaumcraft:phial:1, Пузырёк с эссенцией Machina
thaumcraft:phial:1, Пузырёк с эссенцией Vinculum
thaumcraft:phial:1, Пузырёк с эссенцией Spiritus
thaumcraft:phial:1, Пузырёк с эссенцией Cognitio
thaumcraft:phial:1, Пузырёк с эссенцией Sensus
thaumcraft:phial:1, Пузырёк с эссенцией Aversio
thaumcraft:phial:1, Пузырёк с эссенцией Praemunio
thaumcraft:phial:1, Пузырёк с эссенцией Desiderium
thaumcraft:phial:1, Пузырёк с эссенцией Exanimis
thaumcraft:phial:1, Пузырёк с эссенцией Bestia
thaumcraft:phial:1, Пузырёк с эссенцией Humanus
thaumcraft:phial:1, Пузырёк с эссенцией Energy
thaumcraft:phial:1, Пузырёк с эссенцией Day
thaumcraft:phial:1, Пузырёк с эссенцией Night
thaumcraft:phial:1, Пузырёк с эссенцией Mattery
thaumcraft:alumentum:0, Алюментум
thaumcraft:jar_brace, Латунная крышка
thaumcraft:bottle_taint, Бутылка с заражением
thaumcraft:sanity_soap, Дезинфицирующее мыло
thaumcraft:bath_salts, Очищающие соли для ванн
thaumcraft:turret:0, Автоматический арбалет
thaumcraft:turret:1, Продвинутый автоматический арбалет
thaumcraft:turret:2, Мистический бур
thaumcraft:causality_collapser, Разрушитель причинных связей
thaumcraft:scribing_tools, Письменные принадлежности
thaumcraft:thaumometer, Таумометр
thaumcraft:resonator, Резонатор эссенции
thaumcraft:sanity_checker, Счётчик рассудка
thaumcraft:hand_mirror, Волшебное ручное зеркальце
thaumcraft:thaumium_axe, Топор из таумиума
thaumcraft:thaumium_sword, Меч из таумиума
thaumcraft:thaumium_shovel, Лопата из таумиума
thaumcraft:thaumium_pick, Кирка из таумиума
thaumcraft:thaumium_hoe, Мотыга из таумиума
thaumcraft:void_axe, Пустотный топор
thaumcraft:void_sword, Пустотный меч
thaumcraft:void_shovel, Пустотная лопата
